member_id,member_primary_name,member_location,member_country
8413,JEL-KEP,Hungary,Hungary
8414,The Research of the Korean Classic,"Mokpo-si, South Korea",South Korea
8415,Revista Eletronica Sapere Aude,Brazil,Brazil
8416,Osmangazi Journal of Medicine,"Eskisehir, Turkey",Turkey
8417,Izhevsk Institute of Computer Science,"Izhevsj, Russia",Russia
8418,Siberian State Medical University,"Tomsk, Russia",Russia
8419,Moscow Islamic Institute,"Moscow, Russia",Russia
8420,Universitas Airlangga,"Surabaya, East Java, Indonesia",Indonesia
8421,Kyiv Politechnic Institute,"Kyiv, Ukraine",Ukraine
8422,"Synapse, LLC","Moscow, Russia",Russia
8423,International Academy of Physical Therapy Research,"Seongnam-si, Gyeonggi-do, South Korea",South Korea
8424,BPPKI Bandung - Kementerian Komunikasi Dan Informatika RI,"Kota Bandung, Jawa Barat, Indonesia",Indonesia
8425,"University of Science and Technology, Yemen","Sanaa, Yemen",Yemen
8426,Excellent Publishers,"Kancheepuram, Tamilnadu, India",India
8427,Jurnal Ilmu Administrasi dan Organisasi:  Bisnis & Birokrasi,"Depok, Indonesia",Indonesia
8428,July Press Pte. Ltd.,"Singapore, Singapore",Singapore
8429,Center for Strategic Studies in Business and Finance SSBFNET,"Istanbul, Turkey",Turkey
8430,"Research Group Innoeduca, University of Malaga","Malaga, Andalucia, Spain",Spain
8431,Asian Educational Journal Publishing Group,"Kuala Lumpur, Malaysia",Malaysia
8432,Facultad de Agronomia/Instituto Nacional de Investigacion Agropecuaria,"Montevideo, Uruguay",Uruguay
8433,Arunai Publications Private Limited,"Tiruvannamalai, Tamil Nadu, India",India
8434,Wits University Press,"Johannesburg, Gauteng, South Africa",South Africa
8435,Drustvo psihologov Slovenije/Slovenian Psychologists' Association,"Ljubljana, Slovenia",Slovenia
8436,East West Association for Advanced Studies and Higher Education GmbH,"Vienna, Austria",Austria
8437,"PWD Group Publishing, Inc.","Spring, TX, United States",United States
8438,INOITs ALMAVEST Ltd.,"Moscow, Russia",Russia
8439,Hellenic Society of Gastroenterology,"Athens, Greece",Greece
8440,"TESAM Ekonomik, Siyasal ve Stratejik Arastirmalar Merkezi","Nilufer, Bursa, Turkey",Turkey
8442,"Electrical Engineering Department, Andalas University","Padang, Sumatera Barat, Indonesia",Indonesia
8443,Beykent University Journal of Science and Engineering,"Istanbul, Turkey",Turkey
8444,New Trends in Mathematical Science,"Istanbul, Turkey",Turkey
8445,Uluslararasi Sosyal ve Egitim Bilimleri Dergisi,"Istanbul, Turkey",Turkey
8446,Tulpar Academic Publishing,"Erzurum, Turkey",Turkey
8447,Infonomics Society,"Basildon, Essex, United Kingdom",United Kingdom
8448,"Hankuk University of Foreign Studies, Language Research Institute","Seoul, South Korea",South Korea
8449,"Center for Bioethics and Research, Nigeria","Ibadan, Oyo",Oyo
8451,O.I.E (World Organisation for Animal Health),"Paris, France",France
8452,Luchevaya Diagnostika,"Khimki, Russia",Russia
8453,Universidad San Ignacio de Loyola S.A.,"Lima, Lima, Peru",Peru
8454,Natural Science and Discovery,"Manisa, Turkey",Turkey
8455,Deadong Philosophical Association,"Cheonan-si, Chungcheongnam-do, South Korea",South Korea
8456,OLIMP,"Ivanovo, Russia",Russia
8457,Dentmedpub Research and Printing,"Ahmedabad, India",India
8458,The Studies of Korean Literature,"Seosan-si, Chungcheongnam-do, South Korea",South Korea
8459,Revista de Empreendedorismo Gestao de MPE,"Umarizal, Belem, Para, Brazil",Brazil
8460,"Faculty of Electrical Engineering and Computing, Univ. of Zagreb","Zagreb, Croatia",Croatia
8461,Tyumen Scientific Center of the SB RAS,"Tyumen, Russia",Russia
8462,Universidade Federal do Tocantins,Brazil,Brazil
8463,"Balai Besar Kulit, Karet dan Plastik (Center for Leather, Rubber and Plastics)","Yogyakarta, Indonesia",Indonesia
8464,Ordem dos Medicos,"Lisboa, Portugal",Portugal
8465,Mehmet Akif Ersoy Universitesi Sosyal Bilimler Enstitusu Dergisi,"Burdur, Turkey",Turkey
8466,Institute of Korean Literature Studies,"Seoul, South Korea",South Korea
8467,Mattersburger Kreis,"Vienna, Austria",Austria
8468,Korean Society for Journalism and Communication Studies,"Seoul, South Korea",South Korea
8469,&quot;Medycyna Praktyczna&quot; Spolka Jawna,"Krakow, Poland",Poland
8470,Culinary Society of Korea,"Hongsung-gun, Chungnam-do, South Korea",South Korea
8471,Universitas Islam Indonesia (Islamic University of Indonesia),"Sleman, Yogyakarta, Indonesia",Indonesia
8472,Association of Korean Language Education Research,"Seoul, South Korea",South Korea
8473,Universitas Jenderal Soedirman,"Purwokerto, Indonesia",Indonesia
8474,Revista Datavenia - UEPB,Brazil,Brazil
8475,"NICEC, Ltd.","Brighton, United Kingdom",United Kingdom
8476,Whites Science Innovation Limited,"Leavesden, Watford, United Kingdom",United Kingdom
8477,RIDPHE-R  - Revista Iberoamericana do Patrimonio Historico-Educativo,Brazil,Brazil
8478,Instituto Brasileiro de Relacoes Internacionais,Brazil,Brazil
8479,Universidade Estadual do Maranhao,Brazil,Brazil
8480,University of Adelaide Press,"Adelaide, South Australia, Australia",Australia
8481,SWGE Sistemas Ltda,"Uberlandia, Minas Gerais, Brazil",Brazil
8482,Physics Society of the Philippines (Samahang Pisika ng Pilipinas),"Quezon City, Philippines",Philippines
8483,Journal of Public and Nonprofit Affairs,"Chicago, IL, United States",United States
8484,HPS - Health Publishing & Services SRL,"Milan, Italy",Italy
8485,Clio Arqueologica,Brazil,Brazil
8486,Comhar Teoranta,"Dublin, Ireland",Ireland
8487,China Anti-cancer Association,"Tianjin, China",China
8488,Revista Reflexus,Brazil,Brazil
8489,International Journal of Biology Education,"Tokat, Turkey",Turkey
8490,PIBIC Unicamp,Brazil,Brazil
8491,SciDoc Publishers LLC,"Lewes, DE, United States",United States
8492,The Association for the Historical Studies on Korean National Movement,"Seoul, South Korea",South Korea
8493,Ural Research Institute of Metrology (UNIIM),"Ekaterinaburg, Russia",Russia
8494,State Public Scientific Technological Library SB RAS,"Novosibirsk, Russia",Russia
8495,Integrated Intelligent Research (IIR),"Chennai, Tamilnadu, India",India
8496,Korea Society of Packaging Science and Technology,"Seoul, Seongbuk-gu, South Korea",South Korea
8497,LPPM Institut Teknologi Telkom Purwokerto,"Purwokerto, Jawa Tengah, Indonesia",Indonesia
8498,FSBEI HE Voronezh State University of Engineering Technologies,"Voronezh, Russia",Russia
8499,The Society of Korean Literary Therapy,"Paju, South Korea",South Korea
8500,The Society for Aerospace System Engineering,South Korea,South Korea
8501,Russian Cognitive Linguistics Association,"Tambov, Russia",Russia
8502,Socidrogalcohol,"Barcelona, Spain",Spain
8503,Asociacion Castellano-Manchega de Sociologia (ACMS),"Madrid, Spain",Spain
8504,"SoftwareFirst, Ltd.","Beau Vallon, Grand Port",Grand Port
8505,ACCB Publishing,"North Shields, United Kingdom",United Kingdom
8506,Forum for Medical Ethics Society,"Mumbai, Maharashtra, India",India
8507,University of Dundee,"Dundee, United Kingdom",United Kingdom
8508,"SOLAR, Revista de Filosofia Iberoamericana","San Martín de Porres, Lima, Peru",Peru
8510,Archives of Endocrinology and Metabolism,Brazil,Brazil
8511,Revista Administracao em Dialogo,Brazil,Brazil
8512,Chamber of Financial Auditors of Romania,"Bucharest, Romania",Romania
8513,Faculdade Jesuita de Filosofia e Teologia – FAJE,Brazil,Brazil
8514,Revista Direitos Culturais,Brazil,Brazil
8515,Federal Reserve Bank of St. Louis,United States,United States
8516,Associacao Brasileira de Estudos Populacionais,Brazil,Brazil
8517,Korean Association of Practical Arts Education,"Jeonju, South Korea",South Korea
8518,Revista Historia Hoje,Brazil,Brazil
8519,IJARS Group,"Khargpur, WB, India",India
8520,Lectito BV,"Amsterdam, Netherlands",Netherlands
8521,Keldysh Institute of Applied Mathematics,"Moscow, Russia",Russia
8522,Strategic Studies and Agriculture Policy,"Bogor, West Java, Indonesia",Indonesia
8523,International Association for Shell and Spatial Structures,"Madrid, Spain",Spain
8524,Lawarence Press,"Mandsaur, Madhya Pradesh, India",India
8525,"Institute of Theoretical and Applied Informatics, Polish Academy of Sciences","Gliwice, Poland",Poland
8526,"University of Rijeka, Faculty of Tourism and Hospitality Management","Opatija, Croatia",Croatia
8527,Elementary Education Research Institute,"Seoul, South Korea",South Korea
8528,Korean Society of Education Through Art,"Seoul, South Korea",South Korea
8529,The Korean Association for the Western Ancient History and Culture,"Seoul, South Korea",South Korea
8530,Island Dynamics,"Copenhagen, Denmark",Denmark
8531,Korean Academy of Social Welfare,"Seoul, South Korea",South Korea
8532,"International Journal of Business, Economics, and Management Perspectives","Adiyaman, Turkey",Turkey
8533,Korean Council of Physical Multiple and Health Disabilities,"Busan, South Korea",South Korea
8534,Korean National Research Center for the Arts,"Seoul, South Korea",South Korea
8535,Korea Institute for Future Politics,"Seoul, South Korea",South Korea
8536,Heidegger Gesellschaft in Korea,"Seoul, South Korea",South Korea
8537,Institute of Language and Information Studies,"Seoul, South Korea",South Korea
8538,Science and Knowledge Research Society,"Kuala Lumpur, WP, Malaysia",Malaysia
8539,Synchro Publisher,"Karachi, Sindh",Sindh
8540,"Faculty of Political Science, University of Zagreb","Zagreb, Croatia",Croatia
8541,International Institute of Social and Economic Sciences,"Praha 6, Czech Republic",Czech Republic
8542,International Journal of Legal Progress,"Ankara, Turkey",Turkey
8543,International Journal of Economics and Innovation,"Trabzon, Turkey",Turkey
8544,Dynasty Publishing House,"Moscow, Russia",Russia
8545,Boletim do Instituto de Pesca,Brazil,Brazil
8546,Revista Tempos e Espacos em Educacao,Brazil,Brazil
8547,The Quantitative Methods for Psychology,"Ottawa, ON, Canada",Canada
8548,New Delhi Institute of Management,"New Delhi, Delhi, India",India
8549,Faculdade Redentor,Brazil,Brazil
8550,Fuji Technology Press Ltd.,"Tokyo, Japan",Japan
8551,Contemporary Clinical Medicine,"Kazan, Tatarstan, Russia",Russia
8552,"Hasanuddin University, Faculty of Law","Makassar, South Sulawesi, Indonesia",Indonesia
8553,"Ar-Raniry, International Journal of Islamic Studies","Banda Aceh, Indonesia",Indonesia
8554,Associacao de Investigadores da Imagem em Movimento,"Coimbra, Portugal",Portugal
8555,Universidad Autonoma de Ciudad Juarez,"Ciudad Juarez, Chihuahua, Mexico",Mexico
8556,Laikos Servicos Ltda,"Niteroi, RJ, Brazil",Brazil
8557,American Society of Reclamation Sciences (ASRS),"Champaign, IL, United States",United States
8558,Sekolah Tinggi Agama Islam (STAI) Sadra,"Jakarta Selatan, DKI Jakarta, Indonesia",Indonesia
8559,"Research, Development and Innovation Agency, Ministry of Environment and Forestry","Bogor, Jawa Barat, Indonesia",Indonesia
8560,Czech Society for Systems Integration,"Prague 3, Czech Republic",Czech Republic
8561,ESG,"Belgrade, Serbia",Serbia
8563,Acta Oncologica Turcica,"Ankara, Turkey",Turkey
8564,Kaygi,"Bursa, Turkey",Turkey
8565,Sestre Milosrdnice University Hospital Center (KBC Sestre milosrdnice),"Zagreb, Croatia",Croatia
8566,European Association of Science Editors,"Rijeka, Croatia",Croatia
8567,Inspira Network Group,"Madrid, Spain",Spain
8568,Poznan University of Medical Sciences,"Poznan, Poland",Poland
8569,Federal Reserve Bank of Chicago,United States,United States
8571,Anyanyelv-pedagogia,Hungary,Hungary
8572,Council on Tall Building and Urban Habitat Korea,South Korea,South Korea
8573,Agrar- es Kornyezetjog (Journal of Agricultural and Environmental Law),Hungary,Hungary
8574,World Journal of Pharmacy and Pharmaceutical Sciences,"Koradi, MH, India",India
8575,Slovenian Forestry Institute,"Ljubljana, Slovenia",Slovenia
8576,Korean Association for Local Government Studies,"Seoul, South Korea",South Korea
8577,Pusan National University Educational Development Institute,"Busan, South Korea",South Korea
8578,The Society of Korean Historical Manuscripts,"Seong-nam, South Korea",South Korea
8579,The Korean Society of School Social Work,"Seoul, South Korea",South Korea
8580,Gwalior Management Academy,"Gwalior, Madhya Pradesh, India",India
8581,The Korean Society of Health Informatics and Statistics,"Seoul, South Korea",South Korea
8582,Korea Money and Finance Association,"Seoul, South Korea",South Korea
8583,KeiMyung University Institute for Women's Studies,"Daegu, South Korea",South Korea
8584,Societa Italiana di Vittimologia,"Bologna, Italy",Italy
8585,International Association for Fracture Mechanics of Concrete and Concrete Structures,"Orono, ME, United States",United States
8586,Hapres,"Cobham, Surrey, United Kingdom",United Kingdom
8587,IRA Academico Research,"Chandigarh, UT, India",India
8588,ARAN Ediciones,"Madrid, Spain",Spain
8589,"BirdLife Australia, Ltd.","Carlton, Victoria, Australia",Australia
8590,Research Institute of the Finnish Economy (ETLA),"Helsinki, Finland",Finland
8591,Yunnan Provincial Research Institute for Ethnic Arts,"Kunming, Yunnan, China",China
8592,Osmanli Medeniyeti ve Arastirmalari Dergisi,"Istanbul, Turkey",Turkey
8593,Glasstree,"Morrisville, NC, United States",United States
8594,Egitimde ve Psikolojide Olcme ve Degerlendirme Dergisi,"Ankara, Turkey",Turkey
8595,"UP4 Institute of Sciences, S.L.","Ilsa Plana, Murcia, Spain",Spain
8596,Alconpat Internacional,"Merida, Yucatan, Mexico",Mexico
8597,The Chemical Society of Japan,"Tokyo, Japan",Japan
8598,VFAST,Mardan,Mardan
8599,Stolichnaya Izdatelskaya Kompaniyaizdat,"Moscow, Russia",Russia
8600,Hacettepe University Faculty of Health Sciences Journal,"Ankara, Turkey",Turkey
8601,The Korean Association for Survey Research,"Seoul, South Korea",South Korea
8602,All Azimuth Journal of Foreign Policy and Peace,"Ankara, Turkey",Turkey
8603,Universitas Negeri Jakarta,"Jakarta Timur, DKI Jakarta, Indonesia",Indonesia
8604,"The Institute for Culture, Media and Entertainment Laws","Seoul, South Korea",South Korea
8605,Macedonian Academy of Sciences and Arts,"Skopje, 1001, Macedonia",Macedonia
8606,National Technical University Kharkiv Polytechnic Institute,"Kharkiv, Ukraine",Ukraine
8607,Federal Reserve Bank of Minneapolis,United States,United States
8608,Journal of Academic Researches and Studies,"Kilis, Turkey",Turkey
8609,IMEKO International Measurement Confederation,"Budapest, Hungary",Hungary
8610,Kenya Meteorological Society,Nairobi,Nairobi
8611,AME Publishing Company,"Guangzhou, Guangdong, China",China
8612,"Gandhara Publishers, LTD.","Peshawar, Khyber PhuktoonKhuwa",Khyber PhuktoonKhuwa
8613,State Islamic College of Kudus,"Kudus, Central Java, Indonesia",Indonesia
8614,Universitat de Lleida,"Lleida, Spain",Spain
8615,Portuguese Association of Nutritionists,"Porto, Portugal",Portugal
8616,ARC Publishing,"Carvalhais, Coimbra, Portugal",Portugal
8617,International Institute of Acoustics and Vibration (IIAV),"Auburn, AL, United States",United States
8618,Polish Society of Child Neurologists,"Poznan, Poland",Poland
8619,Nga Pae o te Maramatanga,"Auckland, New Zealand",New Zealand
8620,"Center for Journal Management and Publication, Lambung Mangkurat University","Banjarmasin, South Kalimantan, Indonesia",Indonesia
8621,Silesian University of Technology,"Katowice, Poland",Poland
8622,The Society of Korean Christian Social Ethics,"Seoul, South Korea",South Korea
8624,Federal Research Institute for Health Organization and Informatics,"Moscow, Russia",Russia
8625,International Academy of Refrigeration (IAR),"St. Petersburg, Russia",Russia
8626,Korea University Peace and Democracy Institute,"Seoul, South Korea",South Korea
8627,The Forest Herbarium,"Ladyao, Chatuchak, Bangokok, Thailand",Thailand
8628,Space Research Institute RAS,"Moscow, Russia",Russia
8629,Universitas Sebelas Maret,"Surakarta, Jawa Tengah, Indonesia",Indonesia
8630,"Geist Science, Iqra University",Karachi,Karachi
8631,Gyancity Research Consultancy,"Motihari, Bihar, India",India
8632,Revista de Estudos e Pesquisas Sobre as Americas,Brazil,Brazil
8633,Center for Cross-Cultural Studies,"Yongin, South Korea",South Korea
8634,Russian Research Anti-Plague Institute Microbe,"Saratov, Russia",Russia
8635,Avinashilingam Institute for Home Science and Higher Education for Women,"Coimbatore, Tamil Nadu, India",India
8636,Croatian Association of Researchers in Children's Literature,"Zagreb, Croatia",Croatia
8637,Communications in Inorganic Synthesis,"Santiago, RM, Chile",Chile
8638,"Latest Thinking, GmbH","Hamburg, Germany",Germany
8639,Korean Corporation Management Association,"Seoul, South Korea",South Korea
8640,Research Foundation,"Delhi, India",India
8641,Dokuz Eylul University Review of the Faculty of Divinity,"Izmir, Turkey",Turkey
8642,Revista de Direito Administrativo and Constitucional,Brazil,Brazil
8643,The Korean Society of Living Environmental System,"Seoul, South Korea",South Korea
8644,Ilustre Colegio de Geologos (ICOG),"Madrid, Spain",Spain
8645,The Association of Modern British and American Language and Literature,"Jinju, South Korea",South Korea
8646,The New Association of English Language and Literature,"Gyeongsan-si, Gyeongbuk, South Korea",South Korea
8647,Journal of Systems Science and Information (JSSI),"Beijing, China",China
8648,Korea Society for Consumer Advertising Psychology,"Daejeon, South Korea",South Korea
8649,Suleyman Demirel University Visionary Journal,"Isparta, Turkey",Turkey
8650,The Korean Association for Children with Special Needs,"Busan, South Korea",South Korea
8651,University of Guelph,"Guelph, ON, Canada",Canada
8652,"Central Marine Fisheries Research Institute, Kochi","Kochi, Kerala, India",India
8653,Electoral Institute for Sustainable Democracy in Africa (EISA),"Johannesburg, Gauteng, South Africa",South Africa
8654,IMBR RAS,"Sevastopol, Russia",Russia
8655,Universidad Politecnica de Madrid - University Library,"Madrid, Spain",Spain
8656,African Traditional Herbal Medicine Supporters Initiative (ATHMSI),"Ile-Ife, Osun",Osun
8657,Korea International Accounting Association,"Chang-won, South Korea",South Korea
8658,IAIN Samarinda,"Samarinda, Kaltim, Indonesia",Indonesia
8659,Adarsh Group of Institutions,"Bangalor, Karnataka, India",India
8660,Disegno,Hungary,Hungary
8661,Romanian Association of Geomorphologists,"Bucharest, Romania",Romania
8662,"Science and Medicine, Inc.","Narberth, PA, United States",United States
8664,The Korea Society for Wellness,"Seoul, Gwangjin-gu, South Korea",South Korea
8665,Instituto de Ciencias de la Atmosfera y Cambio Climatico,"Mexico City, Mexico",Mexico
8666,Jan Evangelista Purkyne University in Usti nad Labem,"Usti nad Labem, Czech Republic",Czech Republic
8667,U.S. Army Engineer Research and Development Center,"Vicksburg, MS, United States",United States
8668,Universitas PGRI Kanjuruhan Malang,"Malang, East Java, Indonesia",Indonesia
8669,"Red Flower Publication Private, Ltd.","Delhi, India",India
8670,Sons and Daughters Publishing House,"Calumpit, Bulacan, Philippines",Philippines
8671,HK Institute of Biologicals Standardization Ltd,"Kowloon, Hong Kong",Hong Kong
8672,College of Communication and Public Relations,"Bucharest, Romania",Romania
8673,Universidad de Las Palmas de Gran Canaria,"Las Palmas de Gran Canaria, Spain",Spain
8674,Universitas Muhammadiyah Sidoarjo,"Sidoarjo, Jawa Timur, Indonesia",Indonesia
8675,University of Tennessee Health Science Center Library,"Memphis, TN, United States",United States
8676,International Medical Research and Development Corporation,"Brooklyn, NY, United States",United States
8677,"Institute of Mathematics, University of Tsukuba",Japan,Japan
8678,Society of Chemists and Technologists of Macedonia,"Skopje, Macedonia",Macedonia
8679,Buletin Peternakan,"Sleman, Yogyakarta, Indonesia",Indonesia
8680,Endocrine Oncology and Metabolism,"Zagreb, Croatia",Croatia
8681,Primakov Institute of World Economy and International Relations,"Moscow, Russia",Russia
8682,University St. Kliment Ohridski - Bitola,"Bitola, Macedonia",Macedonia
8683,Intellectual Consortium of Drug Discovery and Technology Development Incorporation,"Mississauga, ON, Canada",Canada
8685,Revista Brasileira de Odontologia Legal,Brazil,Brazil
8686,Belarusian National Technical University,"Minsk, Belarus",Belarus
8687,Administracao Publica e Gestao Social,Brazil,Brazil
8688,Rede Brasileira Direito e  Literatura (RDL),Brazil,Brazil
8689,Ege Akademik Bakis (Ege Academic Review),"Izmir, Turkey",Turkey
8690,Jornal Brasileiro de Economia da Saude,Brazil,Brazil
8691,Nosov Magnitogorsk State Technical University,"Magnitogorsk, Chelyabinsk Region, Russia",Russia
8692,Alpha Chi National Honor Society,"Searcy, AR, United States",United States
8693,"UNAM (Norteamerica, Revista Academica del CISAN-UNAM)","Cuidad Universitaria, Del. Coyoacan, Mexico",Mexico
8694,College of Science for Women,"Baghdad, Iraq",Iraq
8695,Intellectus Revista Academica Digital,Brazil,Brazil
8697,Zant World Press,"Berwick, Vic, Australia",Australia
8698,"Institute of Ethnology, Czech Academy of Sciences","Prague, Czech Republic",Czech Republic
8699,National Institute of Public Health,"Prague, Czech Republic",Czech Republic
8700,Fakultas Ekonomi dan Bisnis Universitas Indonesia,"Depok, Jawa Barat, Indonesia",Indonesia
8701,Instituto de Psicoterapia Relacional (IPR),"Madrid, Spain",Spain
8702,"West Pomeranian University of Technology, Szczecin","Szczecin, Poland",Poland
8703,IATED Academy,"Valencia, Spain",Spain
8704,Poznan University of Technology,"Poznan, Poland",Poland
8706,Yaoyi International Publishing,"Shanghai, China",China
8707,University of Sussex,"Brighton, East Sussex, United Kingdom",United Kingdom
8708,Korean Society of Peripheral Nervous System,"Seoul, South Korea",South Korea
8709,Institute for Law and Public Policy,"Moscow, Russia",Russia
8710,Conversas Interdisciplinares,Brazil,Brazil
8711,International Journal of Advance Engineering and Research Development (IJAERD),"Kadi, Gujarat, India",India
8712,Methodist Theological University,"Seoul, South Korea",South Korea
8713,University of Trunojoyo Madura,"Bangkalan, Jawa Timur, Indonesia",Indonesia
8714,Universidad La Gran Colombia,"Armenia, Quindio, Colombia",Colombia
8715,Marine Corps University Press,"Quantico, VA, United States",United States
8716,New York Botanical Garden,"Bronx, NY, United States",United States
8717,The Association of Theory and Practice of Private Law,"Busan-si, South Korea",South Korea
8718,Philippine Journal of Pathology,"Muntinlupa, Philippines",Philippines
8719,NIBD Journal of Health Sciences,"Karachi, Sindh",Sindh
8720,Asociacion Espanola de Economia del Trabajo,"Madrid, Spain",Spain
8721,"School of Computing, Telkom University","Bandung, Jawa Timur, Indonesia",Indonesia
8722,The Open Journal,"Edinburgh, Scotland, United Kingdom",United Kingdom
8723,Winchester University Press,"Winchester, Hampshire, United Kingdom",United Kingdom
8724,Corporacion Universitaria Republicana,"Bogota, Cundinamarca, Colombia",Colombia
8725,The Asian Council of Science Editors,"Dubai, United Arab Emirates",United Arab Emirates
8726,Kent State University,"Kent, OH, United States",United States
8727,American College of Cardiology,"Washington, D.C., United States",United States
8728,Remedium Privolzhie,"Novgorod, Russia",Russia
8729,"Institute of Philosophy, Russian Academy of Sciences","Moscow, Russia",Russia
8730,Korea Society of Child Welfare,"Seoul, South Korea",South Korea
8732,Chinese Journal of Cancer Research,"Beijing, China",China
8733,Federal Reserve Bank of Richmond,United States,United States
8734,Grupo de Estudos Linguisticos do Estado de Sao Paulo,Brazil,Brazil
8735,Universidad Miguel Hernandez de Elche,"Elche, Alicante, Spain",Spain
8736,Asociacion Espanola de Geografia,"Madrid, Spain",Spain
8737,Revista Gestao e Sociedade,Brazil,Brazil
8738,Revista Geonorte,Brazil,Brazil
8739,Associacao Brasileira de Recursos Hidricos - ABRH,Brazil,Brazil
8740,Instituto Federal Catarinense,Brazil,Brazil
8741,C.Q.D.- Revista Eletronica Paulista de Matematica,Brazil,Brazil
8742,"The Japan Foundation, Sydney","Chippendale, NSW, Australia",Australia
8743,Korean Association of Public Safety and Criminal Justice,"Seoul, South Korea",South Korea
8744,Korea Music Therapy Education Association,South Korea,South Korea
8745,Industrial Promotion Institute,South Korea,South Korea
8746,Korea Entertainment Industry Association,"Cheongju-si, Chungcheonbuk-do, South Korea",South Korea
8747,The Institute of Humanities Research In Konkuk University,"Seoul, South Korea",South Korea
8748,The Journal of Europe-Middle East Social Sciences Studies,"Ankara, Turkey",Turkey
8749,Korean Commercial Law Association,"Asan-si, South Korea",South Korea
8750,The Korea Society for Children's Media,"Seoul, South Korea",South Korea
8751,Temas em Saude,Brazil,Brazil
8753,Korean Minimally Invasive Spine Surgery Research Society,"Incheon, South Korea",South Korea
8754,Malaysian Journal of Microbiology,"Minden, Penang, Malaysia",Malaysia
8755,Kastamonu Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,"Kastamonu, Turkey",Turkey
8756,FBU SPbFRI,"St. Petersburg, Russia",Russia
8757,Korean Strategic Marketing Association,"Yesan-gun, Chungcheongnam-do, South Korea",South Korea
8758,Asociatia Geograhia Technica,"Cluj-Napoca, Romania",Romania
8759,Kemerovo Institute of Food Science and Technology,"Kemerovo, Russia",Russia
8760,Journal of the Korean Urban Geographical Society,"Seoul, South Korea",South Korea
8761,Research Square Platform LLC,"Durham, NC, United States",United States
8762,Multiphysics,"Manchester, United Kingdom",United Kingdom
8763,RAD Centre,"Nis, Serbia",Serbia
8764,"Faculty of Veterinary Medicine, Syiah Kuala University (IVMA)","Banda Aceh, Indonesia",Indonesia
8765,Lazarus Scientific Publishing,"Sanford, NY, United States",United States
8766,The Korea Database Society,South Korea,South Korea
8767,Korea Photovoltaic Society,South Korea,South Korea
8768,Archives of Health Investigation,Brazil,Brazil
8769,Hekima University College,Nairobi,Nairobi
8770,Korean Society of Gerontological Social Welfare,"Gunsan-si, Jeollabuk-do, South Korea",South Korea
8771,Asia-Pacific Research Center,"Seoul, South Korea",South Korea
8772,Korean Journal of Early Childhood Special Education,"Yongin, Gyeonggi, South Korea",South Korea
8773,Faculdade de Direita de Franca,Brazil,Brazil
8774,Korean Social and Personality Psychological Association,"Seoul, South Korea",South Korea
8775,"Institute of Philosophy and Law, Ural Branch of the RAS","Yekaterinaburg, Russia",Russia
8776,The Society for Chinese Language and Literature,"Seoul, South Korea",South Korea
8777,The Society for Cognitive Enhancement and Intervention,"Pusan, South Korea",South Korea
8778,Revista Latino-americana de Jornalismo - ANCORA,Brazil,Brazil
8779,Institute of Korean Literature and Arts,"Seoul, South Korea",South Korea
8780,Korean Journal of Child Education and Care,"Yeoju, Gyeonggi, South Korea",South Korea
8781,Revista Brasileira de Agropecuaria Sustentavel,Brazil,Brazil
8782,Deu Muhendislik Fakultesi Fen ve Muhendislik,"Izmir, Turkey",Turkey
8783,Institute of Hispanic Studies,"Seoul, South Korea",South Korea
8784,The Korean Academy of Family Medicine,"Seoul, South Korea",South Korea
8785,Yeungnam University Institute of Humanities,"Gyeogsan-si, Gyeongsanbuk-do, South Korea",South Korea
8786,Instituto Nacional de Salud Publica,"Cuernavaca, Morelos, Mexico",Mexico
8787,The International Association of Area Studies (IAAS),"Seongnam, Gyeonggi-do, South Korea",South Korea
8788,"Design Institute, Inje University","Gimhae-si, Gyoungnam, South Korea",South Korea
8789,"Tatar Educational Centre Taglimat, Ltd.","Kazan, Russia",Russia
8790,Transbaikal State University,"Chita, Russia",Russia
8792,The British and American Language and Literature Association of Korea,"Busan, Geumjeong-gu, South Korea",South Korea
8793,"Belgorod University of Cooperation, Economics and Law","Belgorod, Russia",Russia
8794,E-JournALL,"Commerce, TX, United States",United States
8795,Rehabilitation Engineering And Assistive Technology Society of Korea,"Busanjin-gu, Busan, South Korea",South Korea
8796,Tomsk Cancer Research Institute,"Tomsk, Russia",Russia
8797,New Terra,"Moscow, Russia",Russia
8798,Korea Women's Studies Institute,"Seoul, Yeongdeungpo-gu, South Korea",South Korea
8799,Korea Tourism Research Association,"Seoul, South Korea",South Korea
8800,Revista Elo - Dialogos em Extensao,Brazil,Brazil
8801,Tomsk State University of Control Systems and Radioelectronics (TUSUR),"Tomsk, Russia",Russia
8802,Korean Society of Community Based Occupational Therapy Association,South Korea,South Korea
8803,The Linguistic Science Society,"Seoul, Gyeonsangnam-do, South Korea",South Korea
8804,Korean Association of Language Studies,"Jeju-si, Jeju-do, South Korea",South Korea
8805,Irkutsk National Research Technical University,"Irkutsk, Russia",Russia
8806,The Korean Society of Industrial Convergence,South Korea,South Korea
8807,The Korean Association for Public Society,"Seoul, South Korea",South Korea
8808,Korean Association for Visual Culture,"Seoul, South Korea",South Korea
8809,Pakistan Journal of Agricultural Sciences,"Faisalabad, Punjab",Punjab
8810,International Journal of Science and Research,"Raipur, Chhattusgarh, India",India
